Q9XYP8 GO:0110165
Q9XYP8 GO:0043226
Q9XYP8 GO:0072686
Q9XYP8 GO:0005575
Q9XYP8 GO:0000930
Q9XYP8 GO:0043228
Q9XYP8 GO:0005622
Q9XYP8 GO:0005813
Q9XYP8 GO:0005815
Q9XYP8 GO:0032991
Q9XYP8 GO:0005856
Q9XYP8 GO:0043229
Q9XYP8 GO:0043232
Q9XYP8 GO:0005819
Q9XYP8 GO:0015630
A0A5E4M3Q4 GO:0110165
A0A5E4M3Q4 GO:0043227
A0A5E4M3Q4 GO:0005654
A0A5E4M3Q4 GO:0016607
A0A5E4M3Q4 GO:0005634
A0A5E4M3Q4 GO:0043226
A0A5E4M3Q4 GO:0031981
A0A5E4M3Q4 GO:0070013
A0A5E4M3Q4 GO:0005575
A0A5E4M3Q4 GO:0043233
A0A5E4M3Q4 GO:0005622
A0A5E4M3Q4 GO:0016604
A0A5E4M3Q4 GO:0031974
A0A5E4M3Q4 GO:0043231
A0A5E4M3Q4 GO:0043229
A2ABK4 GO:0110165
A2ABK4 GO:0043227
A2ABK4 GO:0005654
A2ABK4 GO:0043226
A2ABK4 GO:0005634
A2ABK4 GO:0031981
A2ABK4 GO:0071944
A2ABK4 GO:0070013
A2ABK4 GO:0005886
A2ABK4 GO:0005575
A2ABK4 GO:0043233
A2ABK4 GO:0005622
A2ABK4 GO:0031974
A2ABK4 GO:0016604
A2ABK4 GO:0043231
A2ABK4 GO:0043229
A2ABK4 GO:0016020
C9JH59 GO:0110165
C9JH59 GO:0005829
C9JH59 GO:0005575
C9JH59 GO:0005622
C9JH59 GO:0005737
P23917 GO:0110165
P23917 GO:0005829
P23917 GO:0005575
P23917 GO:0005622
P23917 GO:0005737
A1Z7F6 GO:0120025
A1Z7F6 GO:0110165
A1Z7F6 GO:0097447
A1Z7F6 GO:0005886
A1Z7F6 GO:0071944
A1Z7F6 GO:0005575
A1Z7F6 GO:0043005
A1Z7F6 GO:0030425
A1Z7F6 GO:0042995
A1Z7F6 GO:0036477
A1Z7F6 GO:0016020
Q96QV1 GO:0120025
Q96QV1 GO:0110165
Q96QV1 GO:0043227
Q96QV1 GO:0043226
Q96QV1 GO:0071944
Q96QV1 GO:0005886
Q96QV1 GO:0005575
Q96QV1 GO:0098590
Q96QV1 GO:0060170
Q96QV1 GO:0098588
Q96QV1 GO:0042995
Q96QV1 GO:0031253
Q96QV1 GO:0005929
Q96QV1 GO:0031090
Q96QV1 GO:0016020
Q9W0R3 GO:0110165
Q9W0R3 GO:0005829
Q9W0R3 GO:0005575
Q9W0R3 GO:0005622
Q9W0R3 GO:0005737
Q9Y286 GO:0110165
Q9Y286 GO:0005886
Q9Y286 GO:0071944
Q9Y286 GO:0005575
Q9Y286 GO:0016020
Q9USQ1 GO:0005657
Q9USQ1 GO:0005575
Q9USQ1 GO:0005622
Q9USQ1 GO:0140513
Q9USQ1 GO:0032991
Q9USQ1 GO:0043231
Q9USQ1 GO:0110165
Q9USQ1 GO:0000228
Q9USQ1 GO:0000785
Q9USQ1 GO:0043228
Q9USQ1 GO:0043596
Q9USQ1 GO:0031974
Q9USQ1 GO:0070013
Q9USQ1 GO:0005694
Q9USQ1 GO:0043229
Q9USQ1 GO:0043227
Q9USQ1 GO:0031981
Q9USQ1 GO:0032993
Q9USQ1 GO:0043226
Q9USQ1 GO:0005634
Q9USQ1 GO:0005829
Q9USQ1 GO:0043233
Q9USQ1 GO:0005737
Q9USQ1 GO:0043232
Q969V1 GO:0110165
Q969V1 GO:0005886
Q969V1 GO:0071944
Q969V1 GO:0005575
Q969V1 GO:0016020
P52483 GO:0110165
P52483 GO:0043227
P52483 GO:0043226
P52483 GO:0005634
P52483 GO:0005575
P52483 GO:0005622
P52483 GO:0043231
P52483 GO:0043229
P13574 GO:0110165
P13574 GO:0043227
P13574 GO:0005654
P13574 GO:0043226
P13574 GO:0005634
P13574 GO:0031981
P13574 GO:0070013
P13574 GO:0005575
P13574 GO:0043233
P13574 GO:0005622
P13574 GO:0031974
P13574 GO:0032991
P13574 GO:0043231
P13574 GO:0043229
O08524 GO:0110165
O08524 GO:0031012
O08524 GO:0071944
O08524 GO:0030312
O08524 GO:0005575
H2L2G6 GO:0030141
H2L2G6 GO:0005886
H2L2G6 GO:0030133
H2L2G6 GO:0031982
H2L2G6 GO:0005575
H2L2G6 GO:0099503
H2L2G6 GO:0005622
H2L2G6 GO:0043231
H2L2G6 GO:0098562
H2L2G6 GO:0098590
H2L2G6 GO:0044853
H2L2G6 GO:0005901
H2L2G6 GO:0098857
H2L2G6 GO:0110165
H2L2G6 GO:0031410
H2L2G6 GO:0012505
H2L2G6 GO:0097708
H2L2G6 GO:0071944
H2L2G6 GO:0045121
H2L2G6 GO:0009898
H2L2G6 GO:0048471
H2L2G6 GO:0098552
H2L2G6 GO:0043229
H2L2G6 GO:0043227
H2L2G6 GO:0005938
H2L2G6 GO:0043226
H2L2G6 GO:0005737
H2L2G6 GO:0016020
P0C765 GO:0033648
P0C765 GO:0110165
P0C765 GO:0033647
P0C765 GO:0043656
P0C765 GO:0042025
P0C765 GO:0030430
P0C765 GO:0005575
P0C765 GO:0018995
P0C765 GO:0033646
P0C765 GO:0043657
P0C765 GO:0033643
C9JTY4 GO:0110165
C9JTY4 GO:0043227
C9JTY4 GO:0005654
C9JTY4 GO:0043226
C9JTY4 GO:0005634
C9JTY4 GO:0031981
C9JTY4 GO:0005730
C9JTY4 GO:0070013
C9JTY4 GO:0005575
C9JTY4 GO:0043233
C9JTY4 GO:0043228
C9JTY4 GO:0005622
C9JTY4 GO:0031974
C9JTY4 GO:0043231
C9JTY4 GO:0005737
C9JTY4 GO:0043232
C9JTY4 GO:0043229
C9JTY4 GO:0005739
Q7TXL9 GO:0110165
Q7TXL9 GO:1902494
Q7TXL9 GO:0005575
Q7TXL9 GO:0005622
Q7TXL9 GO:0032991
Q7TXL9 GO:0005737
D3ZG85 GO:0001726
D3ZG85 GO:0005886
D3ZG85 GO:0098978
D3ZG85 GO:0005737
D3ZG85 GO:0005575
D3ZG85 GO:0032279
D3ZG85 GO:0099572
D3ZG85 GO:0098984
D3ZG85 GO:0005622
D3ZG85 GO:0030054
D3ZG85 GO:0045202
D3ZG85 GO:0098590
D3ZG85 GO:0030426
D3ZG85 GO:0120025
D3ZG85 GO:0110165
D3ZG85 GO:0030424
D3ZG85 GO:0120111
D3ZG85 GO:0030425
D3ZG85 GO:0043228
D3ZG85 GO:0099092
D3ZG85 GO:0032587
D3ZG85 GO:0042995
D3ZG85 GO:0036477
D3ZG85 GO:0032838
D3ZG85 GO:0031252
D3ZG85 GO:0099091
D3ZG85 GO:0097447
D3ZG85 GO:0071944
D3ZG85 GO:0043005
D3ZG85 GO:0150034
D3ZG85 GO:0014069
D3ZG85 GO:0048471
D3ZG85 GO:0098794
D3ZG85 GO:0043229
D3ZG85 GO:0031256
D3ZG85 GO:0043226
D3ZG85 GO:0099568
D3ZG85 GO:0030427
D3ZG85 GO:0031253
