Q9JK37 GO:0019208
Q9JK37 GO:0019212
Q9JK37 GO:0019888
Q9JK37 GO:0098772
Q9JK37 GO:0030234
Q9JK37 GO:0003674
Q9JK37 GO:0005488
Q9JK37 GO:0005515
Q9JK37 GO:0004857
Q9JK37 GO:0140678
Q9JK37 GO:0004864
A0A0B4JD77 GO:0008017
A0A0B4JD77 GO:0008092
A0A0B4JD77 GO:0003674
A0A0B4JD77 GO:0005515
A0A0B4JD77 GO:0005488
A0A0B4JD77 GO:0051010
A0A0B4JD77 GO:0015631
P9WMJ5 GO:0003676
P9WMJ5 GO:0097159
P9WMJ5 GO:0003674
P9WMJ5 GO:0003677
P9WMJ5 GO:0005488
P9WMJ5 GO:0005515
P31125 GO:0005215
P31125 GO:0015562
P31125 GO:0022857
P31125 GO:0003674
Q6UY14 GO:0019899
Q6UY14 GO:0003674
Q6UY14 GO:0005488
Q6UY14 GO:0005515
Q6UY14 GO:0042802
Q6UY14 GO:0002020
Q9SHR7 GO:0005488
Q9SHR7 GO:0019904
Q9SHR7 GO:0005515
Q9SHR7 GO:0003674
P31997 GO:0046983
P31997 GO:0003674
P31997 GO:0005488
P31997 GO:0005515
P31997 GO:0046982
F1M3G8 GO:0005253
F1M3G8 GO:0015267
F1M3G8 GO:1901702
F1M3G8 GO:0015108
F1M3G8 GO:0005216
F1M3G8 GO:0003674
F1M3G8 GO:0005215
F1M3G8 GO:0008509
F1M3G8 GO:0022857
F1M3G8 GO:0015075
F1M3G8 GO:0005254
F1M3G8 GO:0015103
F1M3G8 GO:0015318
F1M3G8 GO:0022803
Q8WTS6 GO:0140096
Q8WTS6 GO:0140938
Q8WTS6 GO:0016740
Q8WTS6 GO:0016279
Q8WTS6 GO:0003674
Q8WTS6 GO:0008276
Q8WTS6 GO:0005488
Q8WTS6 GO:0005515
Q8WTS6 GO:0016741
Q8WTS6 GO:0140993
Q8WTS6 GO:0042054
Q8WTS6 GO:0008170
Q8WTS6 GO:0008757
Q8WTS6 GO:0016278
Q8WTS6 GO:0002039
Q8WTS6 GO:0008168
Q8WTS6 GO:0003824
Q9BZM2 GO:0004623
Q9BZM2 GO:0003674
Q9BZM2 GO:0004620
Q9BZM2 GO:0052689
Q9BZM2 GO:0016787
Q9BZM2 GO:0016788
Q9BZM2 GO:0005488
Q9BZM2 GO:0005515
Q9BZM2 GO:0016298
Q9BZM2 GO:0003824
Q9VNA6 GO:0016740
Q9VNA6 GO:0016772
Q9VNA6 GO:0003674
Q9VNA6 GO:0016301
Q9VNA6 GO:0001727
Q9VNA6 GO:0003824
O93715 GO:0097159
O93715 GO:0050661
O93715 GO:0046914
O93715 GO:0070403
O93715 GO:0000166
O93715 GO:1901265
O93715 GO:0003674
O93715 GO:0030246
O93715 GO:0016616
O93715 GO:0043169
O93715 GO:0016491
O93715 GO:0043168
O93715 GO:0048029
O93715 GO:0030554
O93715 GO:0043167
O93715 GO:0017076
O93715 GO:0008270
O93715 GO:0016614
O93715 GO:0036094
O93715 GO:0046872
O93715 GO:0005488
O93715 GO:1901363
O93715 GO:0051287
O93715 GO:0003824
Q91W69 GO:0005488
Q91W69 GO:0005515
Q91W69 GO:0019904
Q91W69 GO:0003674
Q8VCL5 GO:0022804
Q8VCL5 GO:0003674
Q8VCL5 GO:0015216
